user_id,event_dt,revenue
409503040345,2024-04-03 03:39:52,2.99
481270888930,2024-04-03 05:00:27,2.99
792277100086,2024-04-03 05:09:49,2.99
901959545686,2024-04-03 03:50:57,2.99
460699293413,2024-04-03 08:55:57,2.99
974355444687,2024-04-03 15:35:37,2.99
179399456465,2024-04-03 06:02:15,2.99
982645362096,2024-04-03 18:21:41,2.99
637492425362,2024-04-03 11:17:43,2.99
233829774683,2024-04-03 20:02:13,2.99
608444011583,2024-04-03 19:50:01,2.99
621543623338,2024-04-03 08:17:01,2.99
410228502426,2024-04-03 08:57:25,2.99
168168968088,2024-04-03 12:31:44,2.99
818329722295,2024-04-03 15:51:29,2.99
754666346700,2024-04-03 05:03:55,2.99
218790167319,2024-04-03 21:12:17,2.99
809981895899,2024-04-03 01:13:16,2.99
49054460092,2024-04-03 05:36:14,2.99
639771959515,2024-04-03 13:01:58,2.99
468334460229,2024-04-03 23:20:25,2.99
607562167352,2024-04-03 17:48:10,2.99
753829337327,2024-04-03 09:40:33,2.99
150407546628,2024-04-03 20:28:59,4.49
157658535846,2024-04-03 09:08:07,4.49
457530107645,2024-04-03 00:34:58,2.99
756387201692,2024-04-03 06:49:32,2.99
557015527135,2024-04-03 10:09:37,2.99
409503040345,2024-04-04 10:56:49,2.99
601982992004,2024-04-04 15:43:11,2.99
550254063862,2024-04-04 06:51:05,2.99
53561107485,2024-04-04 15:22:55,2.99
516963432681,2024-04-04 14:54:45,2.99
867537558832,2024-04-04 12:55:25,2.99
982645362096,2024-04-04 12:42:24,2.99
238793124843,2024-04-04 18:05:03,2.99
289870437321,2024-04-04 22:47:45,2.99
233829774683,2024-04-04 03:51:14,2.99
605548501985,2024-04-04 06:21:58,2.99
334923694810,2024-04-04 06:21:17,2.99
5522422636,2024-04-04 22:57:12,2.99
608444011583,2024-04-04 09:05:55,2.99
161964877345,2024-04-04 21:12:02,2.99
180154438465,2024-04-04 10:03:40,2.99
754666346700,2024-04-04 20:42:28,2.99
306838057573,2024-04-04 09:04:57,2.99
753829337327,2024-04-04 06:58:13,2.99
564753636367,2024-04-04 16:17:30,2.99
150407546628,2024-04-04 15:03:01,2.99
756387201692,2024-04-04 07:43:12,4.49
422778686223,2024-04-04 07:39:53,2.99
178463380698,2024-04-04 23:11:35,2.99
465698293154,2024-04-04 16:11:40,2.99
381315780139,2024-04-04 15:42:48,2.99
833986260796,2024-04-04 23:38:49,2.99
97007448079,2024-04-04 19:06:07,2.99
245183898852,2024-04-04 18:36:42,2.99
11882305298,2024-04-04 06:06:07,2.99
107859805275,2024-04-04 05:26:52,2.99
830913959493,2024-04-04 13:26:05,2.99
724566692213,2024-04-04 07:05:40,2.99
31317983747,2024-04-04 15:55:33,2.99
457120494488,2024-04-04 23:32:29,4.49
684161774987,2024-04-04 23:40:38,2.99
133299190803,2024-04-04 01:29:25,2.99
198050824469,2024-04-04 23:06:35,2.99
467213432936,2024-04-04 19:41:45,2.99
579607212064,2024-04-04 20:16:37,2.99
892798979018,2024-04-04 19:09:04,2.99
174652745077,2024-04-04 21:41:13,2.99
518449938003,2024-04-04 02:12:38,2.99
779233182050,2024-04-04 17:18:02,2.99
481270888930,2024-04-05 21:53:03,2.99
685961402405,2024-04-05 09:37:27,2.99
955725432568,2024-04-05 13:45:19,2.99
666145871689,2024-04-05 22:02:22,2.99
658485861888,2024-04-05 08:10:59,2.99
250782536381,2024-04-05 18:48:21,2.99
179399456465,2024-04-05 07:43:48,2.99
637492425362,2024-04-05 10:32:34,2.99
289870437321,2024-04-05 23:59:36,2.99
608444011583,2024-04-05 19:29:27,2.99
818329722295,2024-04-05 22:24:48,2.99
180154438465,2024-04-05 13:25:21,2.99
754666346700,2024-04-05 13:58:55,2.99
218790167319,2024-04-05 18:44:07,4.49
809981895899,2024-04-05 20:58:43,2.99
725106447829,2024-04-05 23:33:45,2.99
756387201692,2024-04-05 18:01:44,2.99
584800779313,2024-04-05 06:59:29,2.99
381315780139,2024-04-05 12:19:13,2.99
833986260796,2024-04-05 09:14:37,2.99
97007448079,2024-04-05 15:31:21,4.49
11882305298,2024-04-05 02:58:17,2.99
282336748354,2024-04-05 10:39:03,4.49
446462633383,2024-04-05 08:24:01,2.99
684161774987,2024-04-05 04:23:55,2.99
871960209358,2024-04-05 03:54:46,2.99
892798979018,2024-04-05 12:05:38,2.99
174652745077,2024-04-05 02:02:52,2.99
779233182050,2024-04-05 20:17:51,2.99
476299189054,2024-04-05 21:23:20,2.99
865937686172,2024-04-05 15:55:32,2.99
799568729287,2024-04-05 04:22:59,2.99
516222766947,2024-04-05 06:31:54,2.99
971945500754,2024-04-05 09:48:42,2.99
73990040993,2024-04-05 06:37:12,4.49
411358349308,2024-04-05 01:16:39,2.99
948925763796,2024-04-05 19:57:02,4.49
701343641659,2024-04-05 19:22:21,2.99
933544181565,2024-04-05 22:36:39,2.99
727840726747,2024-04-05 04:38:52,2.99
87841777232,2024-04-05 17:37:31,4.49
429490166776,2024-04-05 11:56:23,2.99
404510295725,2024-04-05 02:35:35,4.49
688443203251,2024-04-05 02:27:36,2.99
169488618933,2024-04-05 16:34:56,2.99
100372193033,2024-04-05 04:28:37,2.99
855319147963,2024-04-05 11:27:24,2.99
955725432568,2024-04-06 13:16:14,2.99
150256217506,2024-04-06 15:32:22,2.99
936888487408,2024-04-06 15:23:51,2.99
460699293413,2024-04-06 09:06:31,2.99
658485861888,2024-04-06 16:11:58,2.99
609057839917,2024-04-06 18:16:31,2.99
179399456465,2024-04-06 20:25:49,2.99
932593145603,2024-04-06 17:12:23,2.99
498436194653,2024-04-06 01:41:44,4.49
457769106404,2024-04-06 06:57:37,2.99
528227481770,2024-04-06 14:53:25,2.99
180154438465,2024-04-06 18:04:47,2.99
306838057573,2024-04-06 11:01:08,2.99
753829337327,2024-04-06 15:27:18,2.99
756387201692,2024-04-06 08:13:55,2.99
465698293154,2024-04-06 00:25:22,2.99
282336748354,2024-04-06 21:16:13,2.99
174652745077,2024-04-06 10:04:50,2.99
779233182050,2024-04-06 12:02:17,2.99
516222766947,2024-04-06 09:31:43,2.99
894932515138,2024-04-06 17:14:15,4.49
87841777232,2024-04-06 23:05:21,2.99
777276479895,2024-04-06 01:52:02,2.99
169488618933,2024-04-06 07:39:58,2.99
369676786473,2024-04-06 05:14:36,2.99
186298368682,2024-04-06 01:47:53,2.99
505954088184,2024-04-06 17:17:01,2.99
212358221518,2024-04-06 03:11:14,7.99
706105366562,2024-04-06 04:19:02,2.99
667220625875,2024-04-06 04:42:04,2.99
720456327005,2024-04-06 08:45:49,4.49
311151488212,2024-04-06 01:57:58,2.99
561066476361,2024-04-06 01:42:56,2.99
410049404070,2024-04-06 20:09:50,2.99
30916423228,2024-04-06 12:37:06,4.49
317053740171,2024-04-06 01:40:00,2.99
22763531619,2024-04-06 07:32:49,2.99
473375112545,2024-04-06 10:45:58,2.99
437109719307,2024-04-06 18:17:29,2.99
38120778905,2024-04-06 03:04:21,2.99
972191716176,2024-04-06 05:00:04,2.99
729189489318,2024-04-06 01:02:23,2.99
198259757789,2024-04-06 19:51:28,2.99
343893356847,2024-04-06 23:36:43,4.49
487707790518,2024-04-06 14:16:47,2.99
509781244420,2024-04-06 18:50:10,2.99
372937811005,2024-04-06 17:59:03,2.99
104531776447,2024-04-06 04:14:28,2.99
348919218478,2024-04-06 02:42:07,2.99
623804481649,2024-04-06 11:53:22,2.99
450741304847,2024-04-06 18:45:24,2.99
785350758266,2024-04-06 06:32:50,2.99
588009939701,2024-04-07 15:02:24,2.99
83284781525,2024-04-07 04:22:05,2.99
114720579655,2024-04-07 20:53:12,2.99
666145871689,2024-04-07 17:37:11,2.99
516963432681,2024-04-07 00:17:51,2.99
646830455674,2024-04-07 07:44:10,2.99
233829774683,2024-04-07 04:00:51,2.99
161964877345,2024-04-07 23:48:29,2.99
180154438465,2024-04-07 12:27:42,2.99
150407546628,2024-04-07 01:29:23,2.99
499274926125,2024-04-07 10:58:04,2.99
584800779313,2024-04-07 03:33:05,4.49
833986260796,2024-04-07 12:34:17,2.99
11882305298,2024-04-07 21:57:11,2.99
830913959493,2024-04-07 19:03:35,2.99
282336748354,2024-04-07 10:10:03,2.99
31317983747,2024-04-07 07:29:23,2.99
886796218513,2024-04-07 09:46:16,2.99
971945500754,2024-04-07 13:43:12,2.99
894932515138,2024-04-07 13:37:55,2.99
933544181565,2024-04-07 02:14:23,2.99
186298368682,2024-04-07 15:19:44,2.99
505954088184,2024-04-07 09:56:37,2.99
855319147963,2024-04-07 03:39:07,2.99
427068379975,2024-04-07 06:33:49,2.99
311151488212,2024-04-07 18:39:11,4.49
561066476361,2024-04-07 16:06:21,2.99
38120778905,2024-04-07 01:23:52,2.99
494798889949,2024-04-07 01:34:55,2.99
135001448447,2024-04-07 08:17:18,4.49
558475084589,2024-04-07 04:10:45,2.99
393796047976,2024-04-07 07:17:55,2.99
465185219870,2024-04-07 14:06:11,2.99
822622733636,2024-04-07 17:30:24,4.49
85077669350,2024-04-07 12:53:37,2.99
757395367375,2024-04-07 12:25:14,2.99
569326841459,2024-04-07 06:09:22,2.99
635018459664,2024-04-07 07:57:28,4.49
255185542660,2024-04-07 15:23:22,2.99
119734974017,2024-04-07 02:38:34,2.99
764223825586,2024-04-07 14:00:09,2.99
227015185616,2024-04-07 19:04:40,4.49
307036916887,2024-04-07 10:51:41,2.99
767599482607,2024-04-07 05:42:39,2.99
192453699519,2024-04-07 04:05:47,4.49
404206518331,2024-04-07 02:03:18,2.99
271071770209,2024-04-07 16:36:56,2.99
64678812479,2024-04-07 04:32:09,2.99
959431344972,2024-04-07 05:06:56,2.99
921611845674,2024-04-07 11:55:36,2.99
915054421036,2024-04-07 08:27:36,2.99
781948871944,2024-04-07 22:25:29,2.99
378785219161,2024-04-07 13:21:06,2.99
409503040345,2024-04-08 11:34:04,2.99
588009939701,2024-04-08 12:32:37,2.99
550254063862,2024-04-08 22:24:30,2.99
363400594920,2024-04-08 11:36:26,2.99
974355444687,2024-04-08 16:42:44,2.99
289870437321,2024-04-08 14:05:10,4.49
608444011583,2024-04-08 08:07:13,2.99
754666346700,2024-04-08 19:07:25,4.49
809981895899,2024-04-08 06:32:42,4.49
756387201692,2024-04-08 01:48:43,4.49
381315780139,2024-04-08 13:51:33,4.49
97007448079,2024-04-08 17:25:05,2.99
457120494488,2024-04-08 08:28:08,4.49
174652745077,2024-04-08 01:04:42,2.99
777276479895,2024-04-08 19:21:55,4.49
212358221518,2024-04-08 03:56:46,4.49
410049404070,2024-04-08 01:29:43,2.99
542053705338,2024-04-08 14:07:14,2.99
38120778905,2024-04-08 01:53:45,2.99
198259757789,2024-04-08 10:43:45,2.99
135001448447,2024-04-08 11:07:10,2.99
487707790518,2024-04-08 09:23:46,2.99
303818317281,2024-04-08 22:46:04,4.49
968135061480,2024-04-08 22:42:13,4.49
822622733636,2024-04-08 13:36:33,14.99
635018459664,2024-04-08 11:26:34,2.99
206319428565,2024-04-08 12:22:42,2.99
767599482607,2024-04-08 09:04:05,2.99
404206518331,2024-04-08 05:27:03,2.99
798107265390,2024-04-08 21:04:00,2.99
42501767847,2024-04-08 12:54:48,2.99
781948871944,2024-04-08 21:59:06,4.49
378785219161,2024-04-08 19:54:36,4.49
484047187796,2024-04-08 00:48:26,2.99
299212489755,2024-04-08 03:00:09,2.99
449514230924,2024-04-08 08:42:35,4.49
904108287742,2024-04-08 12:03:06,2.99
66886604863,2024-04-08 20:36:17,2.99
584170503261,2024-04-08 23:14:08,4.49
366297965759,2024-04-08 13:05:15,2.99
456850011084,2024-04-08 10:33:59,2.99
7223946387,2024-04-08 21:52:15,2.99
642330189130,2024-04-08 08:17:46,4.49
797120493866,2024-04-08 15:44:03,2.99
473139905611,2024-04-08 08:52:54,4.49
442156055821,2024-04-08 06:46:47,7.99
174674447036,2024-04-08 16:02:54,2.99
259015908338,2024-04-08 11:33:45,4.49
576565614765,2024-04-08 18:23:09,2.99
78767598286,2024-04-08 00:39:41,2.99
184035878084,2024-04-08 21:22:52,2.99
988953855024,2024-04-08 19:49:40,4.49
492999967491,2024-04-08 11:35:37,2.99
429331753971,2024-04-08 17:45:31,4.49
925661856803,2024-04-08 21:49:36,2.99
601982992004,2024-04-09 23:33:38,2.99
792277100086,2024-04-09 02:20:45,2.99
787738461582,2024-04-09 23:24:40,2.99
609057839917,2024-04-09 15:06:41,2.99
818329722295,2024-04-09 05:25:31,2.99
150407546628,2024-04-09 00:45:01,2.99
499274926125,2024-04-09 10:27:11,2.99
584800779313,2024-04-09 05:58:39,4.49
476299189054,2024-04-09 20:52:30,14.99
971945500754,2024-04-09 13:21:33,2.99
681873120920,2024-04-09 00:03:39,2.99
505954088184,2024-04-09 09:37:01,2.99
100372193033,2024-04-09 11:27:38,2.99
855319147963,2024-04-09 00:54:59,2.99
427068379975,2024-04-09 18:41:02,2.99
311151488212,2024-04-09 23:32:13,2.99
410049404070,2024-04-09 17:04:36,2.99
453963858787,2024-04-09 02:54:42,2.99
343893356847,2024-04-09 01:13:14,2.99
764223825586,2024-04-09 06:38:44,2.99
206319428565,2024-04-09 15:18:04,4.49
767599482607,2024-04-09 15:20:22,4.49
388815946725,2024-04-09 20:59:05,2.99
484047187796,2024-04-09 07:48:54,2.99
299212489755,2024-04-09 22:57:36,29.99
821903914696,2024-04-09 03:05:37,2.99
723967304837,2024-04-09 05:10:36,2.99
147715240177,2024-04-09 01:12:18,2.99
917030889345,2024-04-09 03:31:32,2.99
473139905611,2024-04-09 05:58:26,2.99
174674447036,2024-04-09 22:57:53,2.99
184035878084,2024-04-09 12:18:59,2.99
506148767297,2024-04-09 19:17:59,2.99
670542093248,2024-04-09 14:41:36,2.99
372191511309,2024-04-09 22:01:57,2.99
501402523298,2024-04-09 01:12:08,2.99
213705718877,2024-04-09 04:23:24,2.99
304119202466,2024-04-09 03:08:36,2.99
311891430410,2024-04-09 19:10:17,4.49
231280597591,2024-04-09 12:34:38,2.99
734478403193,2024-04-09 01:08:54,2.99
994946950386,2024-04-09 05:09:28,2.99
353130158786,2024-04-09 00:29:39,2.99
359461444282,2024-04-09 20:06:41,2.99
436782233531,2024-04-09 21:09:16,4.49
424214695974,2024-04-09 20:19:12,2.99
609427206006,2024-04-09 17:32:37,2.99
287947080678,2024-04-09 10:09:16,2.99
754326751485,2024-04-09 22:54:34,2.99
550254063862,2024-04-10 15:37:19,2.99
114720579655,2024-04-10 21:45:07,4.49
460699293413,2024-04-10 03:43:29,2.99
646830455674,2024-04-10 20:30:29,2.99
712126675328,2024-04-10 19:20:34,2.99
637492425362,2024-04-10 04:24:49,4.49
528227481770,2024-04-10 00:39:31,2.99
289870437321,2024-04-10 17:45:53,2.99
468334460229,2024-04-10 08:56:24,2.99
266085788128,2024-04-10 00:45:08,2.99
549995565942,2024-04-10 06:05:58,2.99
892798979018,2024-04-10 17:29:59,2.99
505954088184,2024-04-10 19:26:29,2.99
855319147963,2024-04-10 20:38:34,2.99
561066476361,2024-04-10 04:12:41,2.99
473375112545,2024-04-10 15:27:44,4.49
494798889949,2024-04-10 09:41:05,4.49
135001448447,2024-04-10 14:17:55,2.99
372937811005,2024-04-10 23:24:09,4.49
303818317281,2024-04-10 21:05:34,4.49
852297424187,2024-04-10 23:38:18,2.99
85077669350,2024-04-10 11:30:23,2.99
635018459664,2024-04-10 05:48:54,2.99
7223946387,2024-04-10 14:47:42,4.49
717624442472,2024-04-10 17:44:02,2.99
473139905611,2024-04-10 08:24:28,2.99
442156055821,2024-04-10 18:55:32,2.99
174674447036,2024-04-10 10:39:04,2.99
883099129761,2024-04-10 19:05:39,2.99
988953855024,2024-04-10 14:56:38,2.99
883724212681,2024-04-10 12:09:31,2.99
609427206006,2024-04-10 07:11:36,2.99
331546491896,2024-04-10 00:13:54,4.49
153780126179,2024-04-10 13:20:59,2.99
980352057155,2024-04-10 04:10:05,4.49
79245815692,2024-04-10 22:11:02,2.99
792935440754,2024-04-10 00:34:53,2.99
443262375279,2024-04-10 08:28:25,2.99
168939497508,2024-04-10 04:41:07,2.99
76507375341,2024-04-10 22:52:41,2.99
389340585546,2024-04-10 17:32:30,2.99
985599913746,2024-04-10 14:58:27,2.99
416270688666,2024-04-10 16:16:33,2.99
103698142404,2024-04-10 17:33:10,2.99
65422978160,2024-04-10 17:41:21,2.99
555532927156,2024-04-10 12:17:37,2.99
693217525109,2024-04-10 04:44:26,2.99
472640467492,2024-04-10 18:58:36,2.99
615932715886,2024-04-10 00:47:52,4.49
370203087355,2024-04-10 09:16:01,2.99
843027536784,2024-04-10 07:15:29,2.99
646519941867,2024-04-10 14:48:48,2.99
83284781525,2024-04-11 18:47:51,2.99
982645362096,2024-04-11 18:15:42,2.99
498436194653,2024-04-11 15:39:06,2.99
457769106404,2024-04-11 12:14:56,2.99
105104592523,2024-04-11 07:10:36,2.99
465698293154,2024-04-11 05:06:49,2.99
282336748354,2024-04-11 12:37:47,2.99
403035721994,2024-04-11 05:24:00,2.99
701343641659,2024-04-11 07:26:03,2.99
933544181565,2024-04-11 14:17:41,4.49
186298368682,2024-04-11 04:38:30,2.99
410049404070,2024-04-11 01:08:35,4.49
30916423228,2024-04-11 12:03:56,2.99
542053705338,2024-04-11 14:57:05,2.99
487707790518,2024-04-11 06:24:52,2.99
299212489755,2024-04-11 15:49:15,2.99
584170503261,2024-04-11 10:11:38,2.99
7223946387,2024-04-11 02:00:37,2.99
174674447036,2024-04-11 23:39:50,2.99
372191511309,2024-04-11 07:16:27,2.99
213705718877,2024-04-11 07:00:25,2.99
926581765102,2024-04-11 16:47:19,4.49
883724212681,2024-04-11 10:40:42,2.99
153780126179,2024-04-11 05:12:27,2.99
980352057155,2024-04-11 13:51:15,2.99
443262375279,2024-04-11 19:07:57,2.99
651329418510,2024-04-11 19:38:08,2.99
65422978160,2024-04-11 12:58:48,2.99
140742820135,2024-04-11 14:02:03,2.99
370203087355,2024-04-11 21:49:30,2.99
843027536784,2024-04-11 18:40:30,2.99
966828714214,2024-04-11 12:27:43,2.99
368961326662,2024-04-11 06:19:10,2.99
299880471898,2024-04-11 12:01:55,2.99
580117348327,2024-04-11 05:11:46,2.99
601944493712,2024-04-11 17:13:21,4.49
302636845145,2024-04-11 15:16:16,2.99
572484322440,2024-04-11 21:01:49,4.49
749653300168,2024-04-11 21:44:52,4.49
90646486824,2024-04-11 07:57:25,2.99
591934602776,2024-04-11 09:23:22,2.99
380201101238,2024-04-11 16:26:18,4.49
737188501452,2024-04-11 14:52:57,2.99
990669103158,2024-04-11 17:31:48,2.99
176138309571,2024-04-11 19:39:55,2.99
831940177177,2024-04-11 17:40:48,2.99
710341425600,2024-04-11 03:40:41,4.49
74511815387,2024-04-11 22:38:05,2.99
834280374207,2024-04-11 02:43:32,2.99
861372736505,2024-04-11 07:48:59,2.99
550254063862,2024-04-12 15:55:37,2.99
787738461582,2024-04-12 02:00:57,4.49
982645362096,2024-04-12 17:14:29,2.99
608444011583,2024-04-12 21:56:51,2.99
180154438465,2024-04-12 18:37:57,2.99
809981895899,2024-04-12 00:38:40,2.99
133299190803,2024-04-12 08:18:04,2.99
894932515138,2024-04-12 02:50:53,2.99
87841777232,2024-04-12 15:09:48,2.99
169488618933,2024-04-12 16:16:36,2.99
144498628298,2024-04-12 23:48:58,2.99
317053740171,2024-04-12 11:56:36,2.99
473375112545,2024-04-12 09:40:50,2.99
343893356847,2024-04-12 17:37:03,4.49
487707790518,2024-04-12 22:40:20,2.99
372937811005,2024-04-12 19:35:01,4.49
764223825586,2024-04-12 07:36:02,2.99
292240319519,2024-04-12 00:11:43,2.99
42501767847,2024-04-12 23:33:02,4.49
781948871944,2024-04-12 03:14:52,2.99
269288611974,2024-04-12 10:47:00,2.99
917030889345,2024-04-12 23:37:22,2.99
174674447036,2024-04-12 12:11:59,2.99
259015908338,2024-04-12 23:49:41,2.99
372191511309,2024-04-12 02:54:17,4.49
501402523298,2024-04-12 02:49:50,2.99
304119202466,2024-04-12 05:11:51,2.99
994946950386,2024-04-12 15:57:39,2.99
883724212681,2024-04-12 15:11:26,2.99
287947080678,2024-04-12 11:56:08,2.99
79245815692,2024-04-12 08:49:54,2.99
443262375279,2024-04-12 11:38:00,2.99
651329418510,2024-04-12 15:37:45,2.99
65422978160,2024-04-12 23:28:49,4.49
693217525109,2024-04-12 01:35:32,2.99
924781681214,2024-04-12 19:11:38,2.99
843027536784,2024-04-12 03:42:05,2.99
294350823605,2024-04-12 13:22:28,4.49
90646486824,2024-04-12 14:36:38,2.99
990669103158,2024-04-12 14:41:11,2.99
176138309571,2024-04-12 09:11:58,2.99
946681639212,2024-04-12 04:03:19,2.99
10422561573,2024-04-12 19:51:29,2.99
544451807603,2024-04-12 19:39:59,2.99
120824801072,2024-04-12 11:48:38,2.99
831791959685,2024-04-12 23:19:24,2.99
233913387217,2024-04-12 03:36:24,2.99
873359234291,2024-04-12 04:02:53,2.99
833213030557,2024-04-12 11:35:37,2.99
944436317288,2024-04-12 23:26:17,2.99
140570355090,2024-04-12 16:05:45,2.99
535909897037,2024-04-12 16:49:36,2.99
77457697574,2024-04-12 19:50:08,2.99
375904240948,2024-04-12 21:56:36,2.99
933139505104,2024-04-12 16:47:34,2.99
772895942957,2024-04-12 17:28:01,2.99
481270888930,2024-04-13 08:01:36,29.99
787738461582,2024-04-13 06:11:10,2.99
516963432681,2024-04-13 00:33:25,2.99
637492425362,2024-04-13 16:12:39,2.99
233829774683,2024-04-13 22:07:45,2.99
334923694810,2024-04-13 18:01:56,2.99
608444011583,2024-04-13 18:06:54,2.99
306838057573,2024-04-13 07:23:10,2.99
133299190803,2024-04-13 15:54:57,2.99
871960209358,2024-04-13 13:37:57,2.99
892798979018,2024-04-13 07:48:05,2.99
174652745077,2024-04-13 16:32:46,2.99
865937686172,2024-04-13 11:05:06,4.49
427068379975,2024-04-13 18:14:08,2.99
494798889949,2024-04-13 03:49:14,2.99
198259757789,2024-04-13 02:08:17,4.49
767599482607,2024-04-13 08:21:56,4.49
404206518331,2024-04-13 02:54:38,2.99
64678812479,2024-04-13 16:20:31,2.99
988953855024,2024-04-13 21:42:48,2.99
304119202466,2024-04-13 08:02:39,2.99
424214695974,2024-04-13 13:26:28,2.99
443262375279,2024-04-13 13:52:21,2.99
651329418510,2024-04-13 20:41:54,4.49
65422978160,2024-04-13 04:49:53,4.49
140742820135,2024-04-13 10:31:03,4.49
646519941867,2024-04-13 17:20:26,2.99
580117348327,2024-04-13 00:37:38,2.99
294350823605,2024-04-13 21:15:14,2.99
946681639212,2024-04-13 17:11:31,2.99
74511815387,2024-04-13 19:15:09,4.49
861372736505,2024-04-13 19:33:05,2.99
299670129587,2024-04-13 02:39:15,2.99
833213030557,2024-04-13 13:18:22,2.99
77457697574,2024-04-13 15:39:42,2.99
375904240948,2024-04-13 04:35:54,2.99
991485036606,2024-04-13 08:54:12,2.99
303173036232,2024-04-13 14:24:01,2.99
661866629519,2024-04-13 14:48:44,4.49
621102264891,2024-04-13 08:27:29,2.99
324364576570,2024-04-13 15:53:18,2.99
893388043491,2024-04-13 21:00:20,2.99
512237917173,2024-04-13 18:17:24,2.99
937647122387,2024-04-13 13:16:14,2.99
7763943030,2024-04-13 19:42:39,2.99
964843667725,2024-04-13 21:23:59,2.99
778516317114,2024-04-13 17:45:53,2.99
122922121334,2024-04-13 00:24:23,2.99
740993588063,2024-04-13 20:23:44,2.99
768233890353,2024-04-13 23:19:18,2.99
595234594236,2024-04-13 06:55:33,4.49
426911148191,2024-04-13 03:33:09,2.99
473893880111,2024-04-13 09:20:45,2.99
597240912371,2024-04-13 13:58:00,2.99
481270888930,2024-04-14 17:25:13,2.99
787738461582,2024-04-14 09:49:48,2.99
867537558832,2024-04-14 14:39:42,2.99
646830455674,2024-04-14 07:05:19,2.99
233829774683,2024-04-14 02:07:53,2.99
306838057573,2024-04-14 07:58:08,2.99
564753636367,2024-04-14 03:27:56,4.49
282336748354,2024-04-14 10:05:35,2.99
133299190803,2024-04-14 02:07:05,2.99
410955617334,2024-04-14 01:25:29,2.99
777276479895,2024-04-14 15:38:06,2.99
505954088184,2024-04-14 05:47:33,2.99
100372193033,2024-04-14 05:36:44,2.99
855319147963,2024-04-14 03:09:00,2.99
542053705338,2024-04-14 15:42:10,2.99
198259757789,2024-04-14 08:28:08,2.99
135001448447,2024-04-14 19:07:00,2.99
767599482607,2024-04-14 21:07:46,4.49
42501767847,2024-04-14 23:39:44,2.99
378785219161,2024-04-14 03:06:06,2.99
584170503261,2024-04-14 09:32:33,7.99
723967304837,2024-04-14 21:24:54,4.49
269288611974,2024-04-14 08:43:41,2.99
184035878084,2024-04-14 17:18:20,2.99
213705718877,2024-04-14 05:31:55,2.99
287947080678,2024-04-14 08:57:16,2.99
389340585546,2024-04-14 03:33:27,2.99
176138309571,2024-04-14 08:08:16,2.99
652588979166,2024-04-14 04:50:24,2.99
10422561573,2024-04-14 09:30:14,2.99
861372736505,2024-04-14 14:21:46,2.99
299670129587,2024-04-14 04:37:51,2.99
249529663025,2024-04-14 17:50:57,2.99
661866629519,2024-04-14 09:46:23,2.99
324364576570,2024-04-14 04:25:33,4.49
408219621335,2024-04-14 02:01:31,2.99
518780811306,2024-04-14 13:12:02,4.49
778516317114,2024-04-14 23:18:32,2.99
740993588063,2024-04-14 10:18:38,2.99
768233890353,2024-04-14 07:29:15,2.99
856488651350,2024-04-14 20:48:32,2.99
597240912371,2024-04-14 03:27:07,2.99
520373969581,2024-04-14 18:25:39,2.99
996221321684,2024-04-14 10:39:30,2.99
382313146479,2024-04-14 13:09:05,2.99
559631313156,2024-04-14 09:06:24,2.99
102349685393,2024-04-14 09:45:13,2.99
